"Plot","Value","date","MAP","Index"
"E16",3.83899969165213e-05,2022-02-25,3,"B8A"
"E17",3.7599998904625e-05,2022-02-25,3,"B8A"
"K01",3.33799980580807e-05,2022-02-25,3,"B8A"
"K02",3.53499999619089e-05,2022-02-25,3,"B8A"
"K03",3.89999986509793e-05,2022-02-25,3,"B8A"
"K04",3.96399991586804e-05,2022-02-25,3,"B8A"
"K05",4.04800011892803e-05,2022-02-25,3,"B8A"
"K06",3.95799979742151e-05,2022-02-25,3,"B8A"
"K07",4.00650005758507e-05,2022-02-25,3,"B8A"
"K08",3.92500005546026e-05,2022-02-25,3,"B8A"
"K09",3.91799985663965e-05,2022-02-25,3,"B8A"
"K10",3.96299983549397e-05,2022-02-25,3,"B8A"
"K11",3.97399999201298e-05,2022-02-25,3,"B8A"
"K12",3.93999980587978e-05,2022-02-25,3,"B8A"
"K13",4.10899992857594e-05,2022-02-25,3,"B8A"
"K14",4.00700009777211e-05,2022-02-25,3,"B8A"
"K15",3.98000011045951e-05,2022-02-25,3,"B8A"
"S09",4.0079998143483e-05,2022-02-25,3,"B8A"
"S13",4.23199999204371e-05,2022-02-25,3,"B8A"
"S14",4.15499998780433e-05,2022-02-25,3,"B8A"
"S15",4.19700008933432e-05,2022-02-25,3,"B8A"
"S16",3.79299999622162e-05,2022-02-25,3,"B8A"
"S17",4.03600024583284e-05,2022-02-25,3,"B8A"
"S18",3.89999986509793e-05,2022-02-25,3,"B8A"
"S19",3.92600013583433e-05,2022-02-25,3,"B8A"
"S20",3.88649987144163e-05,2022-02-25,3,"B8A"
"S21",3.85700004699174e-05,2022-02-25,3,"B8A"
"S22",3.83699989470188e-05,2022-02-25,3,"B8A"
"S23",4.04099992010742e-05,2022-02-25,3,"B8A"
"S25",4.037500184495e-05,2022-02-25,3,"B8A"
"S26",4.06899998779409e-05,2022-02-25,3,"B8A"
"S27",3.96499999624211e-05,2022-02-25,3,"B8A"
"S28",4.02500008931383e-05,2022-02-25,3,"B8A"
"S29",3.96600007661618e-05,2022-02-25,3,"B8A"
"S30",4.26199985668063e-05,2022-02-25,3,"B8A"
"S31",4.22199991589878e-05,2022-02-25,3,"B8A"
"S32",4.20700016547926e-05,2022-02-25,3,"B8A"
"S33",3.90599998354446e-05,2022-02-25,3,"B8A"
"E7",3.87299987778533e-05,2022-02-25,3,"B9"
"E8",3.87299987778533e-05,2022-02-25,3,"B9"
"E9",3.96100003854372e-05,2022-02-25,3,"B9"
"E10",3.91799985663965e-05,2022-02-25,3,"B9"
"E11",3.83000005967915e-05,2022-02-25,3,"B9"
"E12",3.83000005967915e-05,2022-02-25,3,"B9"
"E13",3.76999996660743e-05,2022-02-25,3,"B9"
"E14",3.71099995390978e-05,2022-02-25,3,"B9"
"E15",3.79500015696976e-05,2022-02-25,3,"B9"
"E16",3.79500015696976e-05,2022-02-25,3,"B9"
"E17",3.70199995813891e-05,2022-02-25,3,"B9"
"K01",3.35000004270114e-05,2022-02-25,3,"B9"
"K02",3.70300003851298e-05,2022-02-25,3,"B9"
"K03",3.90099994547199e-05,2022-02-25,3,"B9"
"K04",3.97399999201298e-05,2022-02-25,3,"B9"
"K05",3.97399999201298e-05,2022-02-25,3,"B9"
"K06",4.03099984396249e-05,2022-02-25,3,"B9"
"K07",3.98699994548224e-05,2022-02-25,3,"B9"
"K08",3.92500005546026e-05,2022-02-25,3,"B9"
"K09",3.94599992432632e-05,2022-02-25,3,"B9"
"K10",3.94599992432632e-05,2022-02-25,3,"B9"
"K11",4.01600009354297e-05,2022-02-25,3,"B9"
"K12",3.92200017813593e-05,2022-02-25,3,"B9"
"K13",4.07699990319088e-05,2022-02-25,3,"B9"
"K14",4.02799996663816e-05,2022-02-25,3,"B9"
"K15",4.02799996663816e-05,2022-02-25,3,"B9"
"S09",3.97399999201298e-05,2022-02-25,3,"B9"
"S13",4.21299992012791e-05,2022-02-25,3,"B9"
"S14",4.21299992012791e-05,2022-02-25,3,"B9"
"S15",4.22699995397124e-05,2022-02-25,3,"B9"
"S16",3.82549987989478e-05,2022-02-25,3,"B9"
"S17",4.0229999285657e-05,2022-02-25,3,"B9"
"S18",3.91799985663965e-05,2022-02-25,3,"B9"
"S19",3.91799985663965e-05,2022-02-25,3,"B9"
"S20",3.94400012737606e-05,2022-02-25,3,"B9"
"S21",3.86100000469014e-05,2022-02-25,3,"B9"
"S22",3.82799989893101e-05,2022-02-25,3,"B9"
"S23",4.06600011046976e-05,2022-02-25,3,"B9"
"S25",4.05999999202322e-05,2022-02-25,3,"B9"
"S26",4.05099999625236e-05,2022-02-25,3,"B9"
"S27",4.0260001696879e-05,2022-02-25,3,"B9"
"S28",3.99300006392878e-05,2022-02-25,3,"B9"
"S29",4.01700017391704e-05,2022-02-25,3,"B9"
"S30",4.17199989897199e-05,2022-02-25,3,"B9"
"S31",4.14399983128533e-05,2022-02-25,3,"B9"
"S32",4.24300014856271e-05,2022-02-25,3,"B9"
"S33",3.92900001315866e-05,2022-02-25,3,"B9"
"E7",3.84199993277434e-05,2022-02-25,3,"B11"
"E8",3.57999997504521e-05,2022-02-25,3,"B11"
"E9",4.36500013165642e-05,2022-02-25,3,"B11"
"E10",3.85349994758144e-05,2022-02-25,3,"B11"
"E11",3.43100000463892e-05,2022-02-25,3,"B11"
"E12",3.72399990737904e-05,2022-02-25,3,"B11"
"E13",3.86799983971287e-05,2022-02-25,3,"B11"
"E14",3.84199993277434e-05,2022-02-25,3,"B11"
"E15",4.20200012740679e-05,2022-02-25,3,"B11"
"E16",4.25399994128384e-05,2022-02-25,3,"B11"
"E17",3.8739999581594e-05,2022-02-25,3,"B11"
"K01",3.93900008930359e-05,2022-02-25,3,"B11"
"K02",3.03300002997275e-05,2022-02-25,3,"B11"
"K03",3.75099989469163e-05,2022-02-25,3,"B11"
"K04",3.77700016542803e-05,2022-02-25,3,"B11"
"K05",3.4659999073483e-05,2022-02-25,3,"B11"
"K06",3.55000011040829e-05,2022-02-25,3,"B11"
"K07",3.55099982698448e-05,2022-02-25,3,"B11"
"K08",3.65499981853645e-05,2022-02-25,3,"B11"
"K09",4.42199998360593e-05,2022-02-25,3,"B11"
"K10",4.35299989476334e-05,2022-02-25,3,"B11"
"K11",3.641000148491e-05,2022-02-25,3,"B11"
"K12",3.56700002157595e-05,2022-02-25,3,"B11"
"K13",3.85599996661767e-05,2022-02-25,3,"B11"
"K14",3.76200005121063e-05,2022-02-25,3,"B11"
"K15",4.08099986088928e-05,2022-02-25,3,"B11"
"S09",4.12100016546901e-05,2022-02-25,3,"B11"
"S13",4.31400003435556e-05,2022-02-25,3,"B11"
"S14",4.14200003433507e-05,2022-02-25,3,"B11"
"S15",4.49699982709717e-05,2022-02-25,3,"B11"
"S16",3.91899993701372e-05,2022-02-25,3,"B11"
"S17",4.15599988627946e-05,2022-02-25,3,"B11"
"S18",4.19099997088779e-05,2022-02-25,3,"B11"
"S19",4.31199987360742e-05,2022-02-25,3,"B11"
"S20",4.19999996665865e-05,2022-02-25,3,"B11"
"S21",3.90700006391853e-05,2022-02-25,3,"B11"
"S22",3.90200002584606e-05,2022-02-25,3,"B11"
"S23",4.26799997512717e-05,2022-02-25,3,"B11"
"S25",3.81799982278608e-05,2022-02-25,3,"B11"
"S26",3.69599983969238e-05,2022-02-25,3,"B11"
"S27",3.62099999620114e-05,2022-02-25,3,"B11"
"S28",3.3519998396514e-05,2022-02-25,3,"B11"
"S29",3.90399982279632e-05,2022-02-25,3,"B11"
"S30",3.58899997081608e-05,2022-02-25,3,"B11"
"S31",3.47999994119164e-05,2022-02-25,3,"B11"
"S32",4.67200006823987e-05,2022-02-25,3,"B11"
"S33",3.65199994121213e-05,2022-02-25,3,"B11"
"E7",3.2520001695957e-05,2022-02-25,3,"B12"
"E8",2.83000008494128e-05,2022-02-25,3,"B12"
"E9",3.89900014852174e-05,2022-02-25,3,"B12"
"E10",3.2299998565577e-05,2022-02-25,3,"B12"
"E11",2.71400003839517e-05,2022-02-25,3,"B12"
"E12",3.16700006806059e-05,2022-02-25,3,"B12"
"E13",3.36099983542226e-05,2022-02-25,3,"B12"
"E14",3.27300003846176e-05,2022-02-25,3,"B12"
"E15",3.78900003852323e-05,2022-02-25,3,"B12"
"E16",3.80999990738928e-05,2022-02-25,3,"B12"
"E17",3.31199989886954e-05,2022-02-25,3,"B12"
"K01",3.84600007237168e-05,2022-02-25,3,"B12"
"K02",2.20099991565803e-05,2022-02-25,3,"B12"
"K03",3.08400012727361e-05,2022-02-25,3,"B12"
"K04",3.25900000461843e-05,2022-02-25,3,"B12"
"K05",2.7280000722385e-05,2022-02-25,3,"B12"
"K06",2.81299999187468e-05,2022-02-25,3,"B12"
"K07",2.836999919964e-05,2022-02-25,3,"B12"
"K08",3.08199996652547e-05,2022-02-25,3,"B12"
"K09",4.15200011048e-05,2022-02-25,3,"B12"
"K10",3.98949996451847e-05,2022-02-25,3,"B12"
"K11",3.14600001729559e-05,2022-02-25,3,"B12"
"K12",2.90900006802985e-05,2022-02-25,3,"B12"
"K13",3.44000000040978e-05,2022-02-25,3,"B12"
"K14",3.18800011882558e-05,2022-02-25,3,"B12"
"K15",3.65999985660892e-05,2022-02-25,3,"B12"
"S09",3.64400002581533e-05,2022-02-25,3,"B12"
"S13",3.82699981855694e-05,2022-02-25,3,"B12"
"S14",3.59900004696101e-05,2022-02-25,3,"B12"
"S15",4.08199994126335e-05,2022-02-25,3,"B12"
"S16",3.41300001309719e-05,2022-02-25,3,"B12"
"S17",3.67350003216416e-05,2022-02-25,3,"B12"
"S18",3.79699995392002e-05,2022-02-25,3,"B12"
"S19",3.92699985241052e-05,2022-02-25,3,"B12"
"S20",3.79899993276922e-05,2022-02-25,3,"B12"
"S21",3.31800001731608e-05,2022-02-25,3,"B12"
"S22",3.34299984388053e-05,2022-02-25,3,"B12"
"S23",3.83400001737755e-05,2022-02-25,3,"B12"
"S25",3.14300013997126e-05,2022-02-25,3,"B12"
"S26",2.99599996651523e-05,2022-02-25,3,"B12"
"S27",2.94399997073924e-05,2022-02-25,3,"B12"
"S28",2.72500001301523e-05,2022-02-25,3,"B12"
"S29",3.35299992002547e-05,2022-02-25,3,"B12"
"S30",2.77599992841715e-05,2022-02-25,3,"B12"
"S31",2.7090000003227e-05,2022-02-25,3,"B12"
"S32",4.37300004705321e-05,2022-02-25,3,"B12"
"S33",3.11799994960893e-05,2022-02-25,3,"B12"
"E7",9.89999989542412e-06,2022-02-25,3,"AOT"
"E8",9.80000004346948e-06,2022-02-25,3,"AOT"
"E9",9.80000004346948e-06,2022-02-25,3,"AOT"
"E10",9.80000004346948e-06,2022-02-25,3,"AOT"
"E11",9.80000004346948e-06,2022-02-25,3,"AOT"
"E12",9.80000004346948e-06,2022-02-25,3,"AOT"
"E13",9.80000004346948e-06,2022-02-25,3,"AOT"
"E14",9.80000004346948e-06,2022-02-25,3,"AOT"
"E15",9.80000004346948e-06,2022-02-25,3,"AOT"
"E16",9.80000004346948e-06,2022-02-25,3,"AOT"
"E17",9.80000004346948e-06,2022-02-25,3,"AOT"
"K01",9.80000004346948e-06,2022-02-25,3,"AOT"
"K02",9.80000004346948e-06,2022-02-25,3,"AOT"
"K03",9.80000004346948e-06,2022-02-25,3,"AOT"
"K04",9.80000004346948e-06,2022-02-25,3,"AOT"
"K05",9.80000004346948e-06,2022-02-25,3,"AOT"
"K06",9.80000004346948e-06,2022-02-25,3,"AOT"
"K07",9.80000004346948e-06,2022-02-25,3,"AOT"
"K08",9.80000004346948e-06,2022-02-25,3,"AOT"
"K09",9.80000004346948e-06,2022-02-25,3,"AOT"
"K10",9.80000004346948e-06,2022-02-25,3,"AOT"
"K11",9.80000004346948e-06,2022-02-25,3,"AOT"
"K12",9.80000004346948e-06,2022-02-25,3,"AOT"
"K13",9.80000004346948e-06,2022-02-25,3,"AOT"
"K14",9.80000004346948e-06,2022-02-25,3,"AOT"
"K15",9.80000004346948e-06,2022-02-25,3,"AOT"
"S09",9.80000004346948e-06,2022-02-25,3,"AOT"
"S13",9.80000004346948e-06,2022-02-25,3,"AOT"
"S14",9.80000004346948e-06,2022-02-25,3,"AOT"
"S15",9.80000004346948e-06,2022-02-25,3,"AOT"
"S16",9.80000004346948e-06,2022-02-25,3,"AOT"
"S17",9.80000004346948e-06,2022-02-25,3,"AOT"
"S18",9.80000004346948e-06,2022-02-25,3,"AOT"
"S19",9.80000004346948e-06,2022-02-25,3,"AOT"
"S20",9.80000004346948e-06,2022-02-25,3,"AOT"
"S21",9.80000004346948e-06,2022-02-25,3,"AOT"
"S22",9.80000004346948e-06,2022-02-25,3,"AOT"
"S23",9.80000004346948e-06,2022-02-25,3,"AOT"
"S25",9.80000004346948e-06,2022-02-25,3,"AOT"
"S26",9.80000004346948e-06,2022-02-25,3,"AOT"
"S27",9.80000004346948e-06,2022-02-25,3,"AOT"
"S28",9.80000004346948e-06,2022-02-25,3,"AOT"
"S29",9.80000004346948e-06,2022-02-25,3,"AOT"
"S30",9.80000004346948e-06,2022-02-25,3,"AOT"
"S31",9.80000004346948e-06,2022-02-25,3,"AOT"
"S32",9.80000004346948e-06,2022-02-25,3,"AOT"
"S33",9.80000004346948e-06,2022-02-25,3,"AOT"
"E7",0.0125000001862645,2022-02-25,3,"TCI_R"
"E8",0.0097000002861023,2022-02-25,3,"TCI_R"
"E9",0.017000000923872,2022-02-25,3,"TCI_R"
"E10",0.0136500000953674,2022-02-25,3,"TCI_R"
"E11",0.0094999996945262,2022-02-25,3,"TCI_R"
"E12",0.0135000003501773,2022-02-25,3,"TCI_R"
"E13",0.0137000000104308,2022-02-25,3,"TCI_R"
"E14",0.0131000000983477,2022-02-25,3,"TCI_R"
"E15",0.0158999999985099,2022-02-25,3,"TCI_R"
"E16",0.016100000590086,2022-02-25,3,"TCI_R"
"E17",0.0131999999284744,2022-02-25,3,"TCI_R"
"K01",0.0194000005722046,2022-02-25,3,"TCI_R"
"K02",0.0071000000461936,2022-02-25,3,"TCI_R"
"K03",0.0121999997645617,2022-02-25,3,"TCI_R"
"K04",0.0141000002622604,2022-02-25,3,"TCI_R"
"K05",0.00939999986439943,2022-02-25,3,"TCI_R"
"K06",0.0115000000223517,2022-02-25,3,"TCI_R"
"K07",0.010499999858439,2022-02-25,3,"TCI_R"
"K08",0.0131999999284744,2022-02-25,3,"TCI_R"
"K09",0.0193000007420778,2022-02-25,3,"TCI_R"
"K10",0.0183000005781651,2022-02-25,3,"TCI_R"
"K11",0.0137000000104308,2022-02-25,3,"TCI_R"
"K12",0.0121499998494983,2022-02-25,3,"TCI_R"
"K13",0.0135999997146428,2022-02-25,3,"TCI_R"
"K14",0.0126000000163913,2022-02-25,3,"TCI_R"
"K15",0.0157999992370605,2022-02-25,3,"TCI_R"
"S09",0.0148999998345971,2022-02-25,3,"TCI_R"
"S13",0.0170500008389354,2022-02-25,3,"TCI_R"
"S14",0.0149999996647239,2022-02-25,3,"TCI_R"
"S15",0.0179999992251396,2022-02-25,3,"TCI_R"
"S16",0.0132499998435378,2022-02-25,3,"TCI_R"
"S17",0.0151000004261732,2022-02-25,3,"TCI_R"
"S18",0.0153999999165535,2022-02-25,3,"TCI_R"
"S19",0.0171500006690621,2022-02-25,3,"TCI_R"
"S20",0.0156499994918704,2022-02-25,3,"TCI_R"
"S21",0.0125000001862645,2022-02-25,3,"TCI_R"
"S22",0.0135000003501773,2022-02-25,3,"TCI_R"
"S23",0.0164000000804663,2022-02-25,3,"TCI_R"
"S25",0.0116999996826053,2022-02-25,3,"TCI_R"
"S26",0.010499999858439,2022-02-25,3,"TCI_R"
"S27",0.0110999997705221,2022-02-25,3,"TCI_R"
"S28",0.00989999994635582,2022-02-25,3,"TCI_R"
"S29",0.0147000001743436,2022-02-25,3,"TCI_R"
"S30",0.00930000003427267,2022-02-25,3,"TCI_R"
"S31",0.0094999996945262,2022-02-25,3,"TCI_R"
"S32",0.0208999998867512,2022-02-25,3,"TCI_R"
"S33",0.0121999997645617,2022-02-25,3,"TCI_R"
"E7",0.00989999994635582,2022-02-25,3,"TCI_G"
"E8",0.00810000021010637,2022-02-25,3,"TCI_G"
"E9",0.0120000001043081,2022-02-25,3,"TCI_G"
"E10",0.0102500002831221,2022-02-25,3,"TCI_G"
"E11",0.00789999961853027,2022-02-25,3,"TCI_G"
"E12",0.0103000001981854,2022-02-25,3,"TCI_G"
"E13",0.0102000003680587,2022-02-25,3,"TCI_G"
"E14",0.0103000001981854,2022-02-25,3,"TCI_G"
"E15",0.0121499998494983,2022-02-25,3,"TCI_G"
"E16",0.0120000001043081,2022-02-25,3,"TCI_G"
"E17",0.0100999996066093,2022-02-25,3,"TCI_G"
"K01",0.012699999846518,2022-02-25,3,"TCI_G"
"K02",0.00664999987930059,2022-02-25,3,"TCI_G"
"K03",0.00939999986439943,2022-02-25,3,"TCI_G"
"K04",0.0108500001952052,2022-02-25,3,"TCI_G"
"K05",0.00839999970048666,2022-02-25,3,"TCI_G"
"K06",0.00920000020414591,2022-02-25,3,"TCI_G"
"K07",0.00889999978244305,2022-02-25,3,"TCI_G"
"K08",0.0103000001981854,2022-02-25,3,"TCI_G"
"K09",0.013600000180304,2022-02-25,3,"TCI_G"
"K10",0.0129500003531575,2022-02-25,3,"TCI_G"
"K11",0.0105999996885657,2022-02-25,3,"TCI_G"
"K12",0.010049999691546,2022-02-25,3,"TCI_G"
"K13",0.0111499996855855,2022-02-25,3,"TCI_G"
"K14",0.00960000045597553,2022-02-25,3,"TCI_G"
"K15",0.0113000003620982,2022-02-25,3,"TCI_G"
"S09",0.0111999996006489,2022-02-25,3,"TCI_G"
"S13",0.0124500002712011,2022-02-25,3,"TCI_G"
"S14",0.011400000192225,2022-02-25,3,"TCI_G"
"S15",0.0131000000983477,2022-02-25,3,"TCI_G"
"S16",0.0102000003680587,2022-02-25,3,"TCI_G"
"S17",0.0112499999813735,2022-02-25,3,"TCI_G"
"S18",0.0111999996006489,2022-02-25,3,"TCI_G"
"S19",0.0124500002712011,2022-02-25,3,"TCI_G"
"S20",0.0113500002771616,2022-02-25,3,"TCI_G"
"S21",0.0103000001981854,2022-02-25,3,"TCI_G"
"S22",0.0105999996885657,2022-02-25,3,"TCI_G"
"S23",0.0119000002741814,2022-02-25,3,"TCI_G"
"S25",0.0102000003680587,2022-02-25,3,"TCI_G"
"S26",0.00910000037401915,2022-02-25,3,"TCI_G"
"S27",0.00930000003427267,2022-02-25,3,"TCI_G"
"S28",0.00939999986439943,2022-02-25,3,"TCI_G"
"S29",0.0110999997705221,2022-02-25,3,"TCI_G"
"S30",0.008500000461936,2022-02-25,3,"TCI_G"
"S31",0.00860000029206276,2022-02-25,3,"TCI_G"
"S32",0.0147000001743436,2022-02-25,3,"TCI_G"
"S33",0.00989999994635582,2022-02-25,3,"TCI_G"
"E7",0.00650000013411045,2022-02-25,3,"TCI_B"
"E8",0.00540000014007092,2022-02-25,3,"TCI_B"
"E9",0.00820000004023314,2022-02-25,3,"TCI_B"
"E10",0.00689999992027879,2022-02-25,3,"TCI_B"
"E11",0.0052000000141561,2022-02-25,3,"TCI_B"
"E12",0.00680000009015203,2022-02-25,3,"TCI_B"
"E13",0.00700000021606684,2022-02-25,3,"TCI_B"
"E14",0.0071000000461936,2022-02-25,3,"TCI_B"
"E15",0.008500000461936,2022-02-25,3,"TCI_B"
"E16",0.00839999970048666,2022-02-25,3,"TCI_B"
"E17",0.00689999992027879,2022-02-25,3,"TCI_B"
"K01",0.00910000037401915,2022-02-25,3,"TCI_B"
"K02",0.00454999995417893,2022-02-25,3,"TCI_B"
"K03",0.0063999998383224,2022-02-25,3,"TCI_B"
"K04",0.00730000017210841,2022-02-25,3,"TCI_B"
"K05",0.00559999980032444,2022-02-25,3,"TCI_B"
"K06",0.00615000003017485,2022-02-25,3,"TCI_B"
"K07",0.00579999992623925,2022-02-25,3,"TCI_B"
"K08",0.00700000021606684,2022-02-25,3,"TCI_B"
"K09",0.00930000003427267,2022-02-25,3,"TCI_B"
"K10",0.00894999969750643,2022-02-25,3,"TCI_B"
"K11",0.00719999987632036,2022-02-25,3,"TCI_B"
"K12",0.00659999996423721,2022-02-25,3,"TCI_B"
"K13",0.00714999996125698,2022-02-25,3,"TCI_B"
"K14",0.00659999996423721,2022-02-25,3,"TCI_B"
"K15",0.00769999995827675,2022-02-25,3,"TCI_B"
"S09",0.00749999983236194,2022-02-25,3,"TCI_B"
"S13",0.00879999995231628,2022-02-25,3,"TCI_B"
"S14",0.00789999961853027,2022-02-25,3,"TCI_B"
"S15",0.00920000020414591,2022-02-25,3,"TCI_B"
"S16",0.00700000021606684,2022-02-25,3,"TCI_B"
"S17",0.00779999978840351,2022-02-25,3,"TCI_B"
"S18",0.00769999995827675,2022-02-25,3,"TCI_B"
"S19",0.00870000012218952,2022-02-25,3,"TCI_B"
"S20",0.00779999978840351,2022-02-25,3,"TCI_B"
"S21",0.00700000021606684,2022-02-25,3,"TCI_B"
"S22",0.00730000017210841,2022-02-25,3,"TCI_B"
"S23",0.00810000021010637,2022-02-25,3,"TCI_B"
"S25",0.00669999979436398,2022-02-25,3,"TCI_B"
"S26",0.0059000002220273,2022-02-25,3,"TCI_B"
"S27",0.00609999988228083,2022-02-25,3,"TCI_B"
"S28",0.00600000005215406,2022-02-25,3,"TCI_B"
"S29",0.00769999995827675,2022-02-25,3,"TCI_B"
"S30",0.00559999980032444,2022-02-25,3,"TCI_B"
"S31",0.00570000009611249,2022-02-25,3,"TCI_B"
"S32",0.010499999858439,2022-02-25,3,"TCI_B"
"S33",0.00650000013411045,2022-02-25,3,"TCI_B"
"E7",0,2022-02-25,3,"MSK_CLDPRB"
"E8",0,2022-02-25,3,"MSK_CLDPRB"
"E9",0,2022-02-25,3,"MSK_CLDPRB"
"E10",0,2022-02-25,3,"MSK_CLDPRB"
"E11",0,2022-02-25,3,"MSK_CLDPRB"
"E12",0,2022-02-25,3,"MSK_CLDPRB"
"E13",0,2022-02-25,3,"MSK_CLDPRB"
"E14",0,2022-02-25,3,"MSK_CLDPRB"
"E15",0,2022-02-25,3,"MSK_CLDPRB"
"E16",0,2022-02-25,3,"MSK_CLDPRB"
"E17",0,2022-02-25,3,"MSK_CLDPRB"
"K01",0,2022-02-25,3,"MSK_CLDPRB"
"K02",0,2022-02-25,3,"MSK_CLDPRB"
"K03",0,2022-02-25,3,"MSK_CLDPRB"
"K04",0,2022-02-25,3,"MSK_CLDPRB"
"K05",0,2022-02-25,3,"MSK_CLDPRB"
"K06",0,2022-02-25,3,"MSK_CLDPRB"
"K07",0,2022-02-25,3,"MSK_CLDPRB"
"K08",0,2022-02-25,3,"MSK_CLDPRB"
"K09",0,2022-02-25,3,"MSK_CLDPRB"
"K10",0,2022-02-25,3,"MSK_CLDPRB"
"K11",0,2022-02-25,3,"MSK_CLDPRB"
"K12",0,2022-02-25,3,"MSK_CLDPRB"
"K13",0,2022-02-25,3,"MSK_CLDPRB"
"K14",0,2022-02-25,3,"MSK_CLDPRB"
"K15",0,2022-02-25,3,"MSK_CLDPRB"
"S09",0,2022-02-25,3,"MSK_CLDPRB"
"S13",0,2022-02-25,3,"MSK_CLDPRB"
"S14",0,2022-02-25,3,"MSK_CLDPRB"
"S15",0,2022-02-25,3,"MSK_CLDPRB"
"S16",0,2022-02-25,3,"MSK_CLDPRB"
"S17",0,2022-02-25,3,"MSK_CLDPRB"
"S18",0,2022-02-25,3,"MSK_CLDPRB"
"S19",0,2022-02-25,3,"MSK_CLDPRB"
"S20",0,2022-02-25,3,"MSK_CLDPRB"
"S21",0,2022-02-25,3,"MSK_CLDPRB"
"S22",0,2022-02-25,3,"MSK_CLDPRB"
"S23",0,2022-02-25,3,"MSK_CLDPRB"
"S25",0,2022-02-25,3,"MSK_CLDPRB"
"S26",0,2022-02-25,3,"MSK_CLDPRB"
"S27",0,2022-02-25,3,"MSK_CLDPRB"
"S28",0,2022-02-25,3,"MSK_CLDPRB"
"S29",0,2022-02-25,3,"MSK_CLDPRB"
"S30",0,2022-02-25,3,"MSK_CLDPRB"
"S31",0,2022-02-25,3,"MSK_CLDPRB"
"S32",0,2022-02-25,3,"MSK_CLDPRB"
"S33",0,2022-02-25,3,"MSK_CLDPRB"
"E7",0,2022-02-25,3,"QA10"
"E8",0,2022-02-25,3,"QA10"
"E9",0,2022-02-25,3,"QA10"
"E10",0,2022-02-25,3,"QA10"
"E11",0,2022-02-25,3,"QA10"
"E12",0,2022-02-25,3,"QA10"
"E13",0,2022-02-25,3,"QA10"
"E14",0,2022-02-25,3,"QA10"
"E15",0,2022-02-25,3,"QA10"
"E16",0,2022-02-25,3,"QA10"
"E17",0,2022-02-25,3,"QA10"
"K01",0,2022-02-25,3,"QA10"
"K02",0,2022-02-25,3,"QA10"
"K03",0,2022-02-25,3,"QA10"
"K04",0,2022-02-25,3,"QA10"
"K05",0,2022-02-25,3,"QA10"
"K06",0,2022-02-25,3,"QA10"
"K07",0,2022-02-25,3,"QA10"
"K08",0,2022-02-25,3,"QA10"
"K09",0,2022-02-25,3,"QA10"
"K10",0,2022-02-25,3,"QA10"
"K11",0,2022-02-25,3,"QA10"
"K12",0,2022-02-25,3,"QA10"
"K13",0,2022-02-25,3,"QA10"
"K14",0,2022-02-25,3,"QA10"
"K15",0,2022-02-25,3,"QA10"
"S09",0,2022-02-25,3,"QA10"
"S13",0,2022-02-25,3,"QA10"
"S14",0,2022-02-25,3,"QA10"
"S15",0,2022-02-25,3,"QA10"
"S16",0,2022-02-25,3,"QA10"
"S17",0,2022-02-25,3,"QA10"
"S18",0,2022-02-25,3,"QA10"
"S19",0,2022-02-25,3,"QA10"
"S20",0,2022-02-25,3,"QA10"
"S21",0,2022-02-25,3,"QA10"
"S22",0,2022-02-25,3,"QA10"
"S23",0,2022-02-25,3,"QA10"
"S25",0,2022-02-25,3,"QA10"
"S26",0,2022-02-25,3,"QA10"
"S27",0,2022-02-25,3,"QA10"
"S28",0,2022-02-25,3,"QA10"
"S29",0,2022-02-25,3,"QA10"
"S30",0,2022-02-25,3,"QA10"
"S31",0,2022-02-25,3,"QA10"
"S32",0,2022-02-25,3,"QA10"
"S33",0,2022-02-25,3,"QA10"
"E7",0,2022-02-25,3,"QA20"
"E8",0,2022-02-25,3,"QA20"
"E9",0,2022-02-25,3,"QA20"
"E10",0,2022-02-25,3,"QA20"
"E11",0,2022-02-25,3,"QA20"
"E12",0,2022-02-25,3,"QA20"
"E13",0,2022-02-25,3,"QA20"
"E14",0,2022-02-25,3,"QA20"
"E15",0,2022-02-25,3,"QA20"
"E16",0,2022-02-25,3,"QA20"
"E17",0,2022-02-25,3,"QA20"
"K01",0,2022-02-25,3,"QA20"
"K02",0,2022-02-25,3,"QA20"
"K03",0,2022-02-25,3,"QA20"
"K04",0,2022-02-25,3,"QA20"
"K05",0,2022-02-25,3,"QA20"
"K06",0,2022-02-25,3,"QA20"
"K07",0,2022-02-25,3,"QA20"
"K08",0,2022-02-25,3,"QA20"
"K09",0,2022-02-25,3,"QA20"
"K10",0,2022-02-25,3,"QA20"
"K11",0,2022-02-25,3,"QA20"
"K12",0,2022-02-25,3,"QA20"
"K13",0,2022-02-25,3,"QA20"
"K14",0,2022-02-25,3,"QA20"
"K15",0,2022-02-25,3,"QA20"
"S09",0,2022-02-25,3,"QA20"
"S13",0,2022-02-25,3,"QA20"
"S14",0,2022-02-25,3,"QA20"
"S15",0,2022-02-25,3,"QA20"
"S16",0,2022-02-25,3,"QA20"
"S17",0,2022-02-25,3,"QA20"
"S18",0,2022-02-25,3,"QA20"
"S19",0,2022-02-25,3,"QA20"
"S20",0,2022-02-25,3,"QA20"
"S21",0,2022-02-25,3,"QA20"
"S22",0,2022-02-25,3,"QA20"
"S23",0,2022-02-25,3,"QA20"
"S25",0,2022-02-25,3,"QA20"
