Plot,MAP,PLOT_MAP_LAI,Index,PLOT_MAP_INDEX,Plot_type
K14,5,0.9333333333333333,BNDVI,0.605733096599579,Without tree
K14,5,0.9333333333333333,CIG,1.96030390262604,Without tree
K14,5,0.9333333333333333,DVI,0.177000001072884,Without tree
K14,5,0.9333333333333333,EVI,0.253675282001495,Without tree
K14,5,0.9333333333333333,GNDVI,0.494988262653351,Without tree
K14,5,0.9333333333333333,GRVI,2.96030402183533,Without tree
K14,5,0.9333333333333333,NDVI,0.339096248149872,Without tree
K14,5,0.9333333333333333,NDWI,-0.494988262653351,Without tree
K14,5,0.9333333333333333,RVI,1.83484673500061,Without tree
K14,5,0.9333333333333333,SAVI,0.232880353927612,Without tree
K14,5,0.9333333333333333,SeLI,0.239050790667534,Without tree
K14,5,0.9333333333333333,TCARI,0.0860380530357361,Without tree
K14,5,0.9333333333333333,VIG,-0.189078494906425,Without tree
K14,6,2.275,NA,NA,Without tree
K14,7,1.8166666666666667,BNDVI,0.741003811359406,Without tree
K14,7,1.8166666666666667,CIG,3.17528080940247,Without tree
K14,7,1.8166666666666667,DVI,0.24779999256134,Without tree
K14,7,1.8166666666666667,EVI,0.370321661233902,Without tree
K14,7,1.8166666666666667,GNDVI,0.613547563552856,Without tree
K14,7,1.8166666666666667,GRVI,4.17528104782104,Without tree
K14,7,1.8166666666666667,NDVI,0.505887031555176,Without tree
K14,7,1.8166666666666667,NDWI,-0.613547563552856,Without tree
K14,7,1.8166666666666667,RVI,2.75511860847473,Without tree
K14,7,1.8166666666666667,SAVI,0.33252689242363,Without tree
K14,7,1.8166666666666667,SeLI,0.355740457773209,Without tree
K14,7,1.8166666666666667,TCARI,0.109375491738319,Without tree
K14,7,1.8166666666666667,VIG,-0.159718990325928,Without tree
K15,2,0.7,BNDVI,0.571883141994476,Without tree
K15,2,0.7,CIG,1.64464282989502,Without tree
K15,2,0.7,DVI,0.138000011444092,Without tree
K15,2,0.7,EVI,0.203212395310402,Without tree
K15,2,0.7,GNDVI,0.45124939084053,Without tree
K15,2,0.7,GRVI,2.64464282989502,Without tree
K15,2,0.7,NDVI,0.291072607040405,Without tree
K15,2,0.7,NDWI,-0.45124939084053,Without tree
K15,2,0.7,RVI,1.65357565879822,Without tree
K15,2,0.7,SAVI,0.184628337621689,Without tree
K15,2,0.7,SeLI,0.21150079369545,Without tree
K15,2,0.7,TCARI,0.0512935444712639,Without tree
K15,2,0.7,VIG,-0.18301610648632,Without tree
K15,3,2.1166666666666667,BNDVI,0.672688603401184,Without tree
K15,3,2.1166666666666667,CIG,2.55762076377869,Without tree
K15,3,2.1166666666666667,DVI,0.23479999601841,Without tree
K15,3,2.1166666666666667,EVI,0.329703718423843,Without tree
K15,3,2.1166666666666667,GNDVI,0.56117457151413,Without tree
K15,3,2.1166666666666667,GRVI,3.55762076377869,Without tree
K15,3,2.1166666666666667,NDVI,0.42674919962883,Without tree
K15,3,2.1166666666666667,NDWI,-0.56117457151413,Without tree
K15,3,2.1166666666666667,RVI,2.20405578613281,Without tree
K15,3,2.1166666666666667,SAVI,0.300640225410461,Without tree
K15,3,2.1166666666666667,SeLI,0.303995937108994,Without tree
K15,3,2.1166666666666667,TCARI,0.0867943689227104,Without tree
K15,3,2.1166666666666667,VIG,-0.171270713210106,Without tree
K15,4,1.34,BNDVI,0.656638979911804,Without tree
K15,4,1.34,CIG,2.46608328819275,Without tree
K15,4,1.34,DVI,0.206399992108345,Without tree
K15,4,1.34,EVI,0.319087237119675,Without tree
K15,4,1.34,GNDVI,0.552180290222168,Without tree
K15,4,1.34,GRVI,3.46608328819275,Without tree
K15,4,1.34,NDVI,0.447897613048553,Without tree
K15,4,1.34,NDWI,-0.552180290222168,Without tree
K15,4,1.34,RVI,2.37440752983093,Without tree
K15,4,1.34,SAVI,0.277459800243378,Without tree
K15,4,1.34,SeLI,0.341164469718933,Without tree
K15,4,1.34,TCARI,0.0826920717954636,Without tree
K15,4,1.34,VIG,-0.14495113492012,Without tree
K15,5,1.1666666666666667,BNDVI,0.596521735191345,Without tree
K15,5,1.1666666666666667,CIG,1.87680006027222,Without tree
K15,5,1.1666666666666667,DVI,0.179299995303154,Without tree
K15,5,1.1666666666666667,EVI,0.250897586345673,Without tree
K15,5,1.1666666666666667,GNDVI,0.484110623598099,Without tree
K15,5,1.1666666666666667,GRVI,2.87680006027222,Without tree
K15,5,1.1666666666666667,NDVI,0.328034669160843,Without tree
K15,5,1.1666666666666667,NDWI,-0.484110623598099,Without tree
K15,5,1.1666666666666667,RVI,1.77602517604828,Without tree
K15,5,1.1666666666666667,SAVI,0.232509881258011,Without tree
K15,5,1.1666666666666667,SeLI,0.245572060346603,Without tree
K15,5,1.1666666666666667,TCARI,0.070919819176197,Without tree
K15,5,1.1666666666666667,VIG,-0.186363637447357,Without tree
K15,6,0.85,NA,NA,Without tree
K15,7,1.2666666666666666,BNDVI,0.690267503261566,Without tree
K15,7,1.2666666666666666,CIG,2.44144129753113,Without tree
K15,7,1.2666666666666666,DVI,0.219999983906746,Without tree
K15,7,1.2666666666666666,EVI,0.308314651250839,Without tree
K15,7,1.2666666666666666,GNDVI,0.549695730209351,Without tree
K15,7,1.2666666666666666,GRVI,3.44144129753113,Without tree
K15,7,1.2666666666666666,NDVI,0.413322955369949,Without tree
K15,7,1.2666666666666666,NDWI,-0.549695730209351,Without tree
K15,7,1.2666666666666666,RVI,2.26826024055481,Without tree
K15,7,1.2666666666666666,SAVI,0.290052145719528,Without tree
K15,7,1.2666666666666666,SeLI,0.312470495700836,Without tree
K15,7,1.2666666666666666,TCARI,0.0962770208716393,Without tree
K15,7,1.2666666666666666,VIG,-0.171857818961143,Without tree
S09,2,0.79,BNDVI,0.535123944282532,Without tree
S09,2,0.79,CIG,1.37928354740143,Without tree
S09,2,0.79,DVI,0.124399989843369,Without tree
S09,2,0.79,EVI,0.18506221473217,Without tree
S09,2,0.79,GNDVI,0.40815857052803,Without tree
S09,2,0.79,GRVI,2.37928342819214,Without tree
S09,2,0.79,NDVI,0.256092697381973,Without tree
S09,2,0.79,NDWI,-0.40815857052803,Without tree
S09,2,0.79,RVI,1.53876852989197,Without tree
S09,2,0.79,SAVI,0.168133214116096,Without tree
S09,2,0.79,SeLI,0.176402971148491,Without tree
S09,2,0.79,TCARI,0.0559926889836788,Without tree
S09,2,0.79,VIG,-0.167192444205284,Without tree
S09,3,0.7,BNDVI,0.678540408611298,Without tree
S09,3,0.7,CIG,2.5381817817688,Without tree
S09,3,0.7,DVI,0.244599983096123,Without tree
S09,3,0.7,EVI,0.3570177257061,Without tree
S09,3,0.7,GNDVI,0.559294879436493,Without tree
S09,3,0.7,GRVI,3.5381817817688,Without tree
S09,3,0.7,NDVI,0.44936016201973,Without tree
S09,3,0.7,NDWI,-0.559294879436493,Without tree
S09,3,0.7,RVI,2.35059762001038,Without tree
S09,3,0.7,SAVI,0.317385643720627,Without tree
S09,3,0.7,SeLI,0.315090656280518,Without tree
S09,3,0.7,TCARI,0.105943761765957,Without tree
S09,3,0.7,VIG,-0.138504162430763,Without tree
S09,4,0.9166666666666666,BNDVI,0.627599239349365,Without tree
S09,4,0.9166666666666666,CIG,2.03664898872375,Without tree
S09,4,0.9166666666666666,DVI,0.193799987435341,Without tree
S09,4,0.9166666666666666,EVI,0.291352272033691,Without tree
S09,4,0.9166666666666666,GNDVI,0.504539549350739,Without tree
S09,4,0.9166666666666666,GRVI,3.03664898872375,Without tree
S09,4,0.9166666666666666,NDVI,0.387660056352615,Without tree
S09,4,0.9166666666666666,NDWI,-0.504539549350739,Without tree
S09,4,0.9166666666666666,RVI,2.09671068191528,Without tree
S09,4,0.9166666666666666,SAVI,0.258551508188248,Without tree
S09,4,0.9166666666666666,SeLI,0.269862115383148,Without tree
S09,4,0.9166666666666666,TCARI,0.107475005090237,Without tree
S09,4,0.9166666666666666,VIG,-0.139837399125099,Without tree
S09,5,1.2833333333333334,BNDVI,0.627081036567688,Without tree
S09,5,1.2833333333333334,CIG,2.02993535995483,Without tree
S09,5,1.2833333333333334,DVI,0.203500017523766,Without tree
S09,5,1.2833333333333334,EVI,0.291873008012772,Without tree
S09,5,1.2833333333333334,GNDVI,0.503714144229889,Without tree
S09,5,1.2833333333333334,GRVI,3.02993535995483,Without tree
S09,5,1.2833333333333334,NDVI,0.376153707504272,Without tree
S09,5,1.2833333333333334,NDWI,-0.503714144229889,Without tree
S09,5,1.2833333333333334,RVI,1.99645388126373,Without tree
S09,5,1.2833333333333334,SAVI,0.264288485050201,Without tree
S09,5,1.2833333333333334,SeLI,0.27965834736824,Without tree
S09,5,1.2833333333333334,TCARI,0.0919258967041969,Without tree
S09,5,1.2833333333333334,VIG,-0.158798277378082,Without tree
S09,6,2.4,NA,NA,Without tree
S09,7,1.9833333333333334,BNDVI,0.713827848434448,Without tree
S09,7,1.9833333333333334,CIG,2.59840965270996,Without tree
S09,7,1.9833333333333334,DVI,0.236000001430511,Without tree
S09,7,1.9833333333333334,EVI,0.343171626329422,Without tree
S09,7,1.9833333333333334,GNDVI,0.565066993236542,Without tree
S09,7,1.9833333333333334,GRVI,3.59840965270996,Without tree
S09,7,1.9833333333333334,NDVI,0.470315933227539,Without tree
S09,7,1.9833333333333334,NDWI,-0.565066993236542,Without tree
S09,7,1.9833333333333334,RVI,2.55114507675171,Without tree
S09,7,1.9833333333333334,SAVI,0.314451962709427,Without tree
S09,7,1.9833333333333334,SeLI,0.337260693311691,Without tree
S09,7,1.9833333333333334,TCARI,0.114871144294739,Without tree
S09,7,1.9833333333333334,VIG,-0.130708679556847,Without tree
S09,8,1.3333333333333333,NA,NA,Without tree
S14,2,0.52,BNDVI,0.520683467388153,Without tree
S14,2,0.52,CIG,1.33839774131775,Without tree
S14,2,0.52,DVI,0.129999995231628,Without tree
S14,2,0.52,EVI,0.18276908993721,Without tree
S14,2,0.52,GNDVI,0.400910198688507,Without tree
S14,2,0.52,GRVI,2.33839774131775,Without tree
S14,2,0.52,NDVI,0.239447146654129,Without tree
S14,2,0.52,NDWI,-0.400910198688507,Without tree
S14,2,0.52,RVI,1.48188054561615,Without tree
S14,2,0.52,SAVI,0.169244766235352,Without tree
S14,2,0.52,SeLI,0.167878046631813,Without tree
S14,2,0.52,TCARI,0.0542351603507996,Without tree
S14,2,0.52,VIG,-0.176340505480766,Without tree
S14,3,1.2833333333333332,BNDVI,0.681327819824219,Without tree
S14,3,1.2833333333333332,CIG,2.6267728805542,Without tree
S14,3,1.2833333333333332,DVI,0.261099994182587,Without tree
S14,3,1.2833333333333332,EVI,0.379124999046326,Without tree
S14,3,1.2833333333333332,GNDVI,0.567733287811279,Without tree
S14,3,1.2833333333333332,GRVI,3.6267728805542,Without tree
S14,3,1.2833333333333332,NDVI,0.468716502189636,Without tree
S14,3,1.2833333333333332,NDWI,-0.567733287811279,Without tree
S14,3,1.2833333333333332,RVI,2.44701075553894,Without tree
S14,3,1.2833333333333332,SAVI,0.334593445062637,Without tree
S14,3,1.2833333333333332,SeLI,0.321990758180618,Without tree
S14,3,1.2833333333333332,TCARI,0.109427183866501,Without tree
S14,3,1.2833333333333332,VIG,-0.134730562567711,Without tree
S14,4,1.4666666666666666,BNDVI,0.618827879428864,Without tree
S14,4,1.4666666666666666,CIG,1.91252148151398,Without tree
S14,4,1.4666666666666666,DVI,0.1841000020504,Without tree
S14,4,1.4666666666666666,EVI,0.268762975931168,Without tree
S14,4,1.4666666666666666,GNDVI,0.48882070183754,Without tree
S14,4,1.4666666666666666,GRVI,2.91252136230469,Without tree
S14,4,1.4666666666666666,NDVI,0.358343124389648,Without tree
S14,4,1.4666666666666666,NDWI,-0.48882070183754,Without tree
S14,4,1.4666666666666666,RVI,1.99337351322174,Without tree
S14,4,1.4666666666666666,SAVI,0.244135811924934,Without tree
S14,4,1.4666666666666666,SeLI,0.251253843307495,Without tree
S14,4,1.4666666666666666,TCARI,0.0998011007905006,Without tree
S14,4,1.4666666666666666,VIG,-0.16002793610096,Without tree
S14,5,1.1166666666666667,BNDVI,0.598584234714508,Without tree
S14,5,1.1166666666666667,CIG,1.85502982139587,Without tree
S14,5,1.1166666666666667,DVI,0.190000012516975,Without tree
S14,5,1.1166666666666667,EVI,0.262705266475677,Without tree
S14,5,1.1166666666666667,GNDVI,0.481197267770767,Without tree
S14,5,1.1166666666666667,GRVI,2.85502982139587,Without tree
S14,5,1.1166666666666667,NDVI,0.332061052322388,Without tree
S14,5,1.1166666666666667,NDWI,-0.481197267770767,Without tree
S14,5,1.1166666666666667,RVI,1.85309267044067,Without tree
S14,5,1.1166666666666667,SAVI,0.242292419075966,Without tree
S14,5,1.1166666666666667,SeLI,0.251408249139786,Without tree
S14,5,1.1166666666666667,TCARI,0.0886797830462456,Without tree
S14,5,1.1166666666666667,VIG,-0.172749370336533,Without tree
S14,6,2.3249999999999997,NA,NA,Without tree
S14,7,1.1833333333333333,BNDVI,0.672789394855499,Without tree
S14,7,1.1833333333333333,CIG,2.1875,Without tree
S14,7,1.1833333333333333,DVI,0.214799985289574,Without tree
S14,7,1.1833333333333333,EVI,0.291422575712204,Without tree
S14,7,1.1833333333333333,GNDVI,0.52238804101944,Without tree
S14,7,1.1833333333333333,GRVI,3.1875,Without tree
S14,7,1.1833333333333333,NDVI,0.388919979333878,Without tree
S14,7,1.1833333333333333,NDWI,-0.52238804101944,Without tree
S14,7,1.1833333333333333,RVI,2.14547681808472,Without tree
S14,7,1.1833333333333333,SAVI,0.276687026023865,Without tree
S14,7,1.1833333333333333,SeLI,0.282191783189774,Without tree
S14,7,1.1833333333333333,TCARI,0.111675843596458,Without tree
S14,7,1.1833333333333333,VIG,-0.165775418281555,Without tree
S15,2,0.48,BNDVI,0.521619141101837,Without tree
S15,2,0.48,CIG,1.35166418552399,Without tree
S15,2,0.48,DVI,0.130300000309944,Without tree
S15,2,0.48,EVI,0.187671393156052,Without tree
S15,2,0.48,GNDVI,0.403281509876251,Without tree
S15,2,0.48,GRVI,2.3516640663147,Without tree
S15,2,0.48,NDVI,0.248804733157158,Without tree
S15,2,0.48,NDWI,-0.403281509876251,Without tree
S15,2,0.48,RVI,1.50504541397095,Without tree
S15,2,0.48,SAVI,0.171610161662102,Without tree
S15,2,0.48,SeLI,0.168306410312653,Without tree
S15,2,0.48,TCARI,0.0584461875259876,Without tree
S15,2,0.48,VIG,-0.175320670008659,Without tree
S15,3,0.8666666666666667,BNDVI,0.642871677875519,Without tree
S15,3,0.8666666666666667,CIG,2.22769951820374,Without tree
S15,3,0.8666666666666667,DVI,0.233600005507469,Without tree
S15,3,0.8666666666666667,EVI,0.321808367967606,Without tree
S15,3,0.8666666666666667,GNDVI,0.526929497718811,Without tree
S15,3,0.8666666666666667,GRVI,3.22769951820374,Without tree
S15,3,0.8666666666666667,NDVI,0.39752405881881703,Without tree
S15,3,0.8666666666666667,NDWI,-0.526929497718811,Without tree
S15,3,0.8666666666666667,RVI,2.08082509040833,Without tree
S15,3,0.8666666666666667,SAVI,0.295040488243103,Without tree
S15,3,0.8666666666666667,SeLI,0.274354755878448,Without tree
S15,3,0.8666666666666667,TCARI,0.0982216522097588,Without tree
S15,3,0.8666666666666667,VIG,-0.170180693268776,Without tree
S15,4,0.8166666666666667,BNDVI,0.597755312919617,Without tree
S15,4,0.8166666666666667,CIG,1.83646321296692,Without tree
S15,4,0.8166666666666667,DVI,0.176999986171722,Without tree
S15,4,0.8166666666666667,EVI,0.246371895074844,Without tree
S15,4,0.8166666666666667,GNDVI,0.478686511516571,Without tree
S15,4,0.8166666666666667,GRVI,2.83646321296692,Without tree
S15,4,0.8166666666666667,NDVI,0.319379270076752,Without tree
S15,4,0.8166666666666667,NDWI,-0.478686511516571,Without tree
S15,4,0.8166666666666667,RVI,1.84168446063995,Without tree
S15,4,0.8166666666666667,SAVI,0.227769896388054,Without tree
S15,4,0.8166666666666667,SeLI,0.225943326950073,Without tree
S15,4,0.8166666666666667,TCARI,0.0909456014633179,Without tree
S15,4,0.8166666666666667,VIG,-0.184357523918152,Without tree
S15,5,0.7333333333333334,BNDVI,0.588686883449554,Without tree
S15,5,0.7333333333333334,CIG,1.78917372226715,Without tree
S15,5,0.7333333333333334,DVI,0.187599986791611,Without tree
S15,5,0.7333333333333334,EVI,0.249063178896904,Without tree
S15,5,0.7333333333333334,GNDVI,0.47218045592308,Without tree
S15,5,0.7333333333333334,GRVI,2.78917384147644,Without tree
S15,5,0.7333333333333334,NDVI,0.312718212604523,Without tree
S15,5,0.7333333333333334,NDWI,-0.47218045592308,Without tree
S15,5,0.7333333333333334,RVI,1.75938403606415,Without tree
S15,5,0.7333333333333334,SAVI,0.234015673398972,Without tree
S15,5,0.7333333333333334,SeLI,0.226452887058258,Without tree
S15,5,0.7333333333333334,TCARI,0.0903059393167496,Without tree
S15,5,0.7333333333333334,VIG,-0.185800209641457,Without tree
S15,6,0.725,NA,NA,Without tree
S15,7,1.0333333333333334,BNDVI,0.683435559272766,Without tree
S15,7,1.0333333333333334,CIG,2.27622365951538,Without tree
S15,7,1.0333333333333334,DVI,0.231600001454353,Without tree
S15,7,1.0333333333333334,EVI,0.326509147882462,Without tree
S15,7,1.0333333333333334,GNDVI,0.532297611236572,Without tree
S15,7,1.0333333333333334,GRVI,3.27622365951538,Without tree
S15,7,1.0333333333333334,NDVI,0.426671326160431,Without tree
S15,7,1.0333333333333334,NDWI,-0.532297611236572,Without tree
S15,7,1.0333333333333334,RVI,2.32275462150574,Without tree
S15,7,1.0333333333333334,SAVI,0.301027804613113,Without tree
S15,7,1.0333333333333334,SeLI,0.281490594148636,Without tree
S15,7,1.0333333333333334,TCARI,0.133444294333458,Without tree
S15,7,1.0333333333333334,VIG,-0.138205751776695,Without tree
S17,2,0.93,BNDVI,0.552190274000168,Without tree
S17,2,0.93,CIG,1.49279165267944,Without tree
S17,2,0.93,DVI,0.139800012111664,Without tree
S17,2,0.93,EVI,0.209934554994106,Without tree
S17,2,0.93,GNDVI,0.427392020821571,Without tree
S17,2,0.93,GRVI,2.49279165267944,Without tree
S17,2,0.93,NDVI,0.289493516087532,Without tree
S17,2,0.93,NDWI,-0.427392020821571,Without tree
S17,2,0.93,RVI,1.65616464614868,Without tree
S17,2,0.93,SAVI,0.188460856676102,Without tree
S17,2,0.93,SeLI,0.186997801065445,Without tree
S17,2,0.93,TCARI,0.0721361190080643,Without tree
S17,2,0.93,VIG,-0.158425837755203,Without tree
S17,3,1.05,BNDVI,0.678544044494629,Without tree
S17,3,1.05,CIG,2.52946770191193,Without tree
S17,3,1.05,DVI,0.244350001215935,Without tree
S17,3,1.05,EVI,0.353465750813484,Without tree
S17,3,1.05,GNDVI,0.5584437251091,Without tree
S17,3,1.05,GRVI,3.52946770191193,Without tree
S17,3,1.05,NDVI,0.451894447207451,Without tree
S17,3,1.05,NDWI,-0.5584437251091,Without tree
S17,3,1.05,RVI,2.34197616577148,Without tree
S17,3,1.05,SAVI,0.316740542650223,Without tree
S17,3,1.05,SeLI,0.299433201551437,Without tree
S17,3,1.05,TCARI,0.106038630008698,Without tree
S17,3,1.05,VIG,-0.148251749575138,Without tree
S17,4,1.5666666666666667,BNDVI,0.624129235744476,Without tree
S17,4,1.5666666666666667,CIG,2.06254863739014,Without tree
S17,4,1.5666666666666667,DVI,0.193199992179871,Without tree
S17,4,1.5666666666666667,EVI,0.287713557481766,Without tree
S17,4,1.5666666666666667,GNDVI,0.507698118686676,Without tree
S17,4,1.5666666666666667,GRVI,3.06254863739014,Without tree
S17,4,1.5666666666666667,NDVI,0.382813841104507,Without tree
S17,4,1.5666666666666667,NDWI,-0.507698118686676,Without tree
S17,4,1.5666666666666667,RVI,2.06963455677032,Without tree
S17,4,1.5666666666666667,SAVI,0.256748288869858,Without tree
S17,4,1.5666666666666667,SeLI,0.266811281442642,Without tree
S17,4,1.5666666666666667,TCARI,0.10093754902482,Without tree
S17,4,1.5666666666666667,VIG,-0.152024701237679,Without tree
S17,5,2.0833333333333335,BNDVI,0.615507543087006,Without tree
S17,5,2.0833333333333335,CIG,1.97692722082138,Without tree
S17,5,2.0833333333333335,DVI,0.200199998915195,Without tree
S17,5,2.0833333333333335,EVI,0.285340398550034,Without tree
S17,5,2.0833333333333335,GNDVI,0.49709914624691,Without tree
S17,5,2.0833333333333335,GRVI,2.97692728042603,Without tree
S17,5,2.0833333333333335,NDVI,0.365156427025795,Without tree
S17,5,2.0833333333333335,NDWI,-0.49709914624691,Without tree
S17,5,2.0833333333333335,RVI,1.94773131608963,Without tree
S17,5,2.0833333333333335,SAVI,0.260139659047127,Without tree
S17,5,2.0833333333333335,SeLI,0.276352405548096,Without tree
S17,5,2.0833333333333335,TCARI,0.093869186937809,Without tree
S17,5,2.0833333333333335,VIG,-0.159228622913361,Without tree
S17,6,2.3833333333333333,NA,NA,Without tree
S17,7,1.6333333333333333,BNDVI,0.723757714033127,Without tree
S17,7,1.6333333333333333,CIG,2.78533136844635,Without tree
S17,7,1.6333333333333333,DVI,0.245600000023842,Without tree
S17,7,1.6333333333333333,EVI,0.357998386025429,Without tree
S17,7,1.6333333333333333,GNDVI,0.582055866718292,Without tree
S17,7,1.6333333333333333,GRVI,3.78533136844635,Without tree
S17,7,1.6333333333333333,NDVI,0.486035719513893,Without tree
S17,7,1.6333333333333333,NDWI,-0.582055866718292,Without tree
S17,7,1.6333333333333333,RVI,2.67855334281921,Without tree
S17,7,1.6333333333333333,SAVI,0.326254978775978,Without tree
S17,7,1.6333333333333333,SeLI,0.349654942750931,Without tree
S17,7,1.6333333333333333,TCARI,0.117153134196997,Without tree
S17,7,1.6333333333333333,VIG,-0.131452165544033,Without tree
S17,8,1.9833333333333334,NA,NA,Without tree
S18,2,0.79,BNDVI,0.562889814376831,Without tree
S18,2,0.79,CIG,1.56399321556091,Without tree
S18,2,0.79,DVI,0.138999998569489,Without tree
S18,2,0.79,EVI,0.214190110564232,Without tree
S18,2,0.79,GNDVI,0.438831686973572,Without tree
S18,2,0.79,GRVI,2.56399321556091,Without tree
S18,2,0.79,NDVI,0.303083717823029,Without tree
S18,2,0.79,NDWI,-0.438831686973572,Without tree
S18,2,0.79,RVI,1.70384132862091,Without tree
S18,2,0.79,SAVI,0.190124467015266,Without tree
